created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,cleaned_text
Sat Feb 03 04:16:35 +0000 2024,1753633556365205790,"Ancaman Lonjakan Kasus DBD di Bandung, Efek Pencegahan dari Nyamuk Wolbachia Belum Terasa https://t.co/ZMQGTrrng8",0,0,0,0,in,58880688,1753633556365205790,pikiran_rakyat,https://twitter.com/pikiran_rakyat/status/1753633556365205790,"ancaman lonjakan kasus dbd di bandung, efek pencegahan dari nyamuk wolbachia belum terasa https://t.co/zmqgtrrng8"
Sat Feb 03 00:31:01 +0000 2024,1753576792042954768,@inorii_yuzuriha @StopPlandemit @dokter_kampung @TedInvestigasi Kasus trombosit turun momen yg pas buat kampanye ternak nyamuk Wolbachia utk cegah tangkal DBD... Tuit inorii mencerdaskan orang banyak 👍👍👍,0,1,0,5,in,877173446,1753470259607343314,nic04722,https://twitter.com/nic04722/status/1753576792042954768,kasus trombosit turun momen yg pas buat kampanye ternak nyamuk wolbachia utk cegah tangkal dbd... tuit inorii mencerdaskan orang banyak 👍👍👍
Fri Feb 02 14:36:35 +0000 2024,1753427195455025581,Pemprov Kaltim Atasi DBD dengan Penyebaran Nyamuk Wolbachia https://t.co/Ol9O0ul25m,0,0,0,0,in,456426648,1753427195455025581,merdekadotcom,https://twitter.com/merdekadotcom/status/1753427195455025581,pemprov kaltim atasi dbd dengan penyebaran nyamuk wolbachia https://t.co/ol9o0ul25m
Thu Feb 01 03:37:35 +0000 2024,1752898964666683732,"Seperti apa kunjungan yang dilakukan dan di mana saja lokasinya? Yuk, swipe ke kiri gambar berikut hingga usai ya...  #ugm #fkkmkugm #tropmed #tropmedugm #wolbachia #dengue #DBD #dinaskesehatanbandung #kilasberitatropmed https://t.co/UCbsSLfWjG",0,0,0,0,in,1184330792224190465,1752898960409375086,centertropmed,https://twitter.com/centertropmed/status/1752898964666683732,"seperti apa kunjungan yang dilakukan dan di mana saja lokasinya? yuk, swipe ke kiri gambar berikut hingga usai ya...           https://t.co/ucbsslfwjg"
Wed Jan 31 06:57:18 +0000 2024,1752586840232894548,"Yuk, klik link https://t.co/c9oYsZueb6 untuk mendapat jawabannya.  #theconversation #fkkmkugm #tropmed #tropmedugm #artikel #wolbachia #DBD #dengue #DemamBerdarah #WolbachiaNyamukBaik",0,0,0,0,in,1184330792224190465,1752586833882722553,centertropmed,https://twitter.com/centertropmed/status/1752586840232894548,"yuk, klik link https://t.co/c9oyszueb6 untuk mendapat jawabannya."
Wed Jan 31 06:57:17 +0000 2024,1752586833882722553,"Kementerian Kesehatan RI telah memperluas teknologi Wolbachia untuk mengendalikan penyakit demam berdarah dengue (DBD) di lima kota di luar Yogyakarta yakni Semarang, Jakarta Barat, Bandung, Kupang, dan Bontang sejak Mei 2023. (cont) https://t.co/lvKYh1RQ4y",0,1,1,3,in,1184330792224190465,1752586833882722553,centertropmed,https://twitter.com/centertropmed/status/1752586833882722553,"kementerian kesehatan ri telah memperluas teknologi wolbachia untuk mengendalikan penyakit demam berdarah dengue (dbd) di lima kota di luar yogyakarta yakni semarang, jakarta barat, bandung, kupang, dan bontang sejak mei 2023. (cont) https://t.co/lvkyh1rq4y"
Tue Jan 30 12:18:23 +0000 2024,1752305254430060927,"Mengantisipasi DBD, Wolbachia, dan penyakit zoonosis lain yg disebabkan oleh nyamuk.   Lebih aman, alami, dan gak pake intervensi anjuran si KillGates  Colek dokter ASN kesayangan @dokter_kampung",0,1,2,9,in,520900340,1752305254430060927,HadiNugrohoCoyy,https://twitter.com/HadiNugrohoCoyy/status/1752305254430060927,"mengantisipasi dbd, wolbachia, dan penyakit zoonosis lain yg disebabkan oleh nyamuk.   lebih aman, alami, dan gak pake intervensi anjuran si killgates  colek dokter asn kesayangan"
Tue Jan 30 00:43:25 +0000 2024,1752130358441914856,Wolbachia pelengkap pengendalian DBD: dua misinformasi perlu diluruskan https://t.co/JOtYciplar,0,0,0,0,in,1604473330936909824,1752130358441914856,wotasepur,https://twitter.com/wotasepur/status/1752130358441914856,wolbachia pelengkap pengendalian dbd: dua misinformasi perlu diluruskan https://t.co/jotyciplar
Fri Jan 26 05:53:12 +0000 2024,1750758767447396580,"Terbukti Efektif Menekan DBD, Begini Sejarah Penyebaran Nyamuk Wolbachia di Sleman https://t.co/3kdpeuEbYG #beritajogja #jogja #jogjaistimewa https://t.co/npmp1OIYWn",0,0,1,1,in,118371948,1750758767447396580,Harian_Jogja,https://twitter.com/Harian_Jogja/status/1750758767447396580,"terbukti efektif menekan dbd, begini sejarah penyebaran nyamuk wolbachia di sleman https://t.co/3kdpeuebyg    https://t.co/npmp1oiywn"
Sat Jan 20 13:18:00 +0000 2024,1748696376895271403,"@elizabethlisa76 Habis kanker serviks, nyamuk Wolbachia buat tangkal DBD, lalu polio apalagi KLB selanjutnya? Demen banget bikin fearmongering...",0,0,0,4,in,877173446,1748666375915307206,nic04722,https://twitter.com/nic04722/status/1748696376895271403,"habis kanker serviks, nyamuk wolbachia buat tangkal dbd, lalu polio apalagi klb selanjutnya? demen banget bikin fearmongering..."
Thu Jan 18 12:30:47 +0000 2024,1747959719216476320,KESEHATAN : Kemenkes Rencanakan Bangun Pabrik Telur Nyamuk Wolbachia demi Berantas DBD https://t.co/qWsfVcnmm3 | Withinnews - liputan6.,0,0,0,0,in,1636826702260195328,1747959719216476320,within_news,https://twitter.com/within_news/status/1747959719216476320,kesehatan : kemenkes rencanakan bangun pabrik telur nyamuk wolbachia demi berantas dbd https://t.co/qwsfvcnmm3 | withinnews - liputan6.
Thu Jan 18 07:58:53 +0000 2024,1747891292431061056,"Upaya Berantas DBD, Kemenkes Berencana Bangun Pabrik Telur Nyamuk Wolbachia https://t.co/ZGb8mBl32r",0,0,0,0,in,1497871452095139841,1747891292431061056,kaltenglima,https://twitter.com/kaltenglima/status/1747891292431061056,"upaya berantas dbd, kemenkes berencana bangun pabrik telur nyamuk wolbachia https://t.co/zgb8mbl32r"
Wed Jan 17 07:57:39 +0000 2024,1747528598272290890,"Pusat Kedokteran Tropis (PKT) UGM bekerjasama dengan Perkumpulan Dokter Seluruh Indonesia (PDSI) akan mengadakan webinar yang mengangkat tema: “Wolbachia, Inovasi Cegah DBD Karya Anak Bangsa” https://t.co/KU2n2ct0L5",0,1,0,0,in,1184330792224190465,1747528598272290890,centertropmed,https://twitter.com/centertropmed/status/1747528598272290890,"pusat kedokteran tropis (pkt) ugm bekerjasama dengan perkumpulan dokter seluruh indonesia (pdsi) akan mengadakan webinar yang mengangkat tema: “wolbachia, inovasi cegah dbd karya anak bangsa” https://t.co/ku2n2ct0l5"
Tue Jan 16 11:10:55 +0000 2024,1747214844330459245,@AriesTruss Ibarat lawan DBD dengan nyamuk Wolbachia 🤣,0,0,0,0,in,877173446,1747141429368148060,nic04722,https://twitter.com/nic04722/status/1747214844330459245,ibarat lawan dbd dengan nyamuk wolbachia 🤣
Tue Jan 16 07:01:42 +0000 2024,1747152126302892134,"Sosialisasi program penyebaran nyamuk wolbachia di tahun 2024, dengan tujuan untuk membentuk jenis nyamuk baru guna menuntaskan nyamuk DBD di Wilayah Kecamatan Rancasari, 16 januari 2024   @rancasari_juara https://t.co/T2yKDzzw2E",0,1,0,0,in,1902848498,1747152126302892134,rancasari_OK,https://twitter.com/rancasari_OK/status/1747152126302892134,"sosialisasi program penyebaran nyamuk wolbachia di tahun 2024, dengan tujuan untuk membentuk jenis nyamuk baru guna menuntaskan nyamuk dbd di wilayah kecamatan rancasari, 16 januari 2024    https://t.co/t2ykdzzw2e"
Tue Jan 16 04:05:10 +0000 2024,1747107701212217612,"Sahabat Pramita yuk bahas inovasi hebat dalam mengatasi nyamuk penyebab DBD - Wolbachia. Ini aman, efektif, dan ramah lingkungan 🌿🥰  #Wolbachia #MelawanDBD #AnakMudaBeraksi #PramitaLab #ProudlyServingYou #BeHealthy #Behappy #InfoKesehatan #Sehat https://t.co/P1oCWito9s",0,0,0,2,in,236226247,1747107701212217612,pramitalab_id,https://twitter.com/pramitalab_id/status/1747107701212217612,"sahabat pramita yuk bahas inovasi hebat dalam mengatasi nyamuk penyebab dbd - wolbachia. ini aman, efektif, dan ramah lingkungan 🌿🥰           https://t.co/p1ocwito9s"
Thu Jan 11 03:17:52 +0000 2024,1745283859141587421,@tanyarlfes Nyamuk Wolbachia itu.  Emang disebar ke daerah2 buat menekan populasi nyamuk DBD.,0,1,0,0,in,1603391540717621249,1745282748682821932,megumi_akashi,https://twitter.com/megumi_akashi/status/1745283859141587421,nyamuk wolbachia itu.  emang disebar ke daerah2 buat menekan populasi nyamuk dbd.
Sat Jan 06 02:45:04 +0000 2024,1743463666643788259,"Sukses Tekan Kasus DBD, Masyarakat Diimbau Dukung Inovasi Nyamuk Wolbachia di Sulawesi Tenggara https://t.co/Aj3EySONjh",0,1,0,0,in,1234774867704049664,1743463666643788259,telisik_id,https://twitter.com/telisik_id/status/1743463666643788259,"sukses tekan kasus dbd, masyarakat diimbau dukung inovasi nyamuk wolbachia di sulawesi tenggara https://t.co/aj3eysonjh"
Tue Jan 02 15:54:34 +0000 2024,1742212798665654432,"Setelah sebelumnya rame Wolbachia"" tiba tiba DBD merajalela dimana mana. Padahal baru ada hujan di akhir akhir tahun dan itupun ga sering 🤔🤔🤔🤔""",0,0,0,0,in,1584097836827758593,1742212798665654432,ConfessionOfMen,https://twitter.com/ConfessionOfMen/status/1742212798665654432,"setelah sebelumnya rame wolbachia"" tiba tiba dbd merajalela dimana mana. padahal baru ada hujan di akhir akhir tahun dan itupun ga sering 🤔🤔🤔🤔"""
Tue Dec 26 02:09:33 +0000 2023,1739468462643372080,[FOTO] Dapur Pengembangbiakan Nyamuk Wolbachia untuk DBD di Salatiga https://t.co/FROtDdojTt,0,2,1,1,in,1318855369641263105,1739468462643372080,IDNTimesJateng,https://twitter.com/IDNTimesJateng/status/1739468462643372080,[foto] dapur pengembangbiakan nyamuk wolbachia untuk dbd di salatiga https://t.co/frotddojtt
Sun Dec 24 15:03:32 +0000 2023,1738938466245673157,"@anas_pnk90 Ngerasa nyamuknya jd lebih banyak akhir akhir ini, nyamuknya juga belang belang dirumah kaya nyamuk dbd apakah itu nyamuk wolbachia? Efeknya bekas gigitan nyamuk jd item item☹️",0,0,0,0,in,1204167090128637952,1738808155780555209,xyzeldkg,https://twitter.com/xyzeldkg/status/1738938466245673157,"ngerasa nyamuknya jd lebih banyak akhir akhir ini, nyamuknya juga belang belang dirumah kaya nyamuk dbd apakah itu nyamuk wolbachia? efeknya bekas gigitan nyamuk jd item item☹️"
Thu Dec 21 13:12:58 +0000 2023,1737823473832190323,"@KemenkesRI Wolbachia tu emang udah banyak diteliti, udah dicoba di berbagai negara dan hasilnya bagus buat nanganin nyamuk yang bawa  virus dbd..  smoga kita bebassssss dari DBD",0,0,0,0,in,1593928724478844929,1734208658626761025,shofiyablue,https://twitter.com/shofiyablue/status/1737823473832190323,"wolbachia tu emang udah banyak diteliti, udah dicoba di berbagai negara dan hasilnya bagus buat nanganin nyamuk yang bawa  virus dbd..  smoga kita bebassssss dari dbd"
Thu Dec 21 11:31:58 +0000 2023,1737798057570504953,"@KemenkesRI Wah, perkembangan Wolbachia di Jogja emang bagus banget! tetangga2 yang langganan DBD berkurang drastis. Jadi, sebenernya gak perlu ribut-ribut nyambungin dengan LGBT, yang penting kesehatan masyarakat menurutku",0,0,0,0,in,1608049675944460288,1734208658626761025,saki_lasaka,https://twitter.com/saki_lasaka/status/1737798057570504953,"wah, perkembangan wolbachia di jogja emang bagus banget! tetangga2 yang langganan dbd berkurang drastis. jadi, sebenernya gak perlu ribut-ribut nyambungin dengan lgbt, yang penting kesehatan masyarakat menurutku"
Thu Dec 21 09:11:57 +0000 2023,1737762820341846055,"@e100ss Misinformasi macam apa ini? Di Jogja penelitian nyamuk Wolbachia di UGM sudah berjalan dari kapan tau, ga ada yg heboh. Dan berhasil menurunkan jumlah DBD 🤣🤣🤣",0,0,0,0,in,1245685001108090881,1737322676069482634,ElioAglio,https://twitter.com/ElioAglio/status/1737762820341846055,"misinformasi macam apa ini? di jogja penelitian nyamuk wolbachia di ugm sudah berjalan dari kapan tau, ga ada yg heboh. dan berhasil menurunkan jumlah dbd 🤣🤣🤣"
Thu Dec 21 04:06:49 +0000 2023,1737686033230393639,"@KemenkesRI setelah nonton videonya, gw sadar bahwa wolbachia ini bener2 menciptakan perubahan yang positif utk memberantas DBD, no debate!",0,0,0,0,in,1731671638197022720,1735258178764566855,inkarelzy,https://twitter.com/inkarelzy/status/1737686033230393639,"setelah nonton videonya, gw sadar bahwa wolbachia ini bener2 menciptakan perubahan yang positif utk memberantas dbd, no debate!"
Thu Dec 21 04:03:59 +0000 2023,1737685320035082649,@KemenkesRI cool! wolbachia bisa jadi program yg efektif melawan nyamuk pembawa DBD,0,0,0,0,in,1734761444091326464,1735258178764566855,firmansdb,https://twitter.com/firmansdb/status/1737685320035082649,cool! wolbachia bisa jadi program yg efektif melawan nyamuk pembawa dbd
Wed Dec 20 16:35:57 +0000 2023,1737512170882216420,@KemenkesRI Gw optimis kalau wolbachia ini bisa sukses nurunin Dbd lanjutkan!,0,0,0,0,in,1737446403532820480,1735258178764566855,LAkbar01,https://twitter.com/LAkbar01/status/1737512170882216420,gw optimis kalau wolbachia ini bisa sukses nurunin dbd lanjutkan!
Wed Dec 20 16:15:10 +0000 2023,1737506939033309205,"@KemenkesRI thank you min atas konten yg bermanfaat, kami semua setuju dg program yg bermanfaat ini, mari musnahkan dbd dg wolbachia",0,0,0,0,in,1726604741885722624,1735258178764566855,alvarosubagjaa,https://twitter.com/alvarosubagjaa/status/1737506939033309205,"thank you min atas konten yg bermanfaat, kami semua setuju dg program yg bermanfaat ini, mari musnahkan dbd dg wolbachia"
Wed Dec 20 16:11:30 +0000 2023,1737506015351013655,"@KemenkesRI dbd sering banget menyerang anak anak,kadang aku sering khawatir kalau kalau adikku terjangkit dbd karna sering main keluar rumah. Terimakasi atas adanya program wolbachia",0,0,0,0,in,1710980767185293313,1735258178764566855,maharani37391,https://twitter.com/maharani37391/status/1737506015351013655,"dbd sering banget menyerang anak anak,kadang aku sering khawatir kalau kalau adikku terjangkit dbd karna sering main keluar rumah. terimakasi atas adanya program wolbachia"
Wed Dec 20 16:05:54 +0000 2023,1737504606530470376,"@KemenkesRI digigit wolbachia cuma gatel dikit, kalo dbd digigit bukan cmn gatel, bahkan trombosit turun dan demam, bahaya bgt :( gaslah program ini secepatnya",0,0,0,0,in,1730619697341829120,1735258178764566855,vauziahzy,https://twitter.com/vauziahzy/status/1737504606530470376,"digigit wolbachia cuma gatel dikit, kalo dbd digigit bukan cmn gatel, bahkan trombosit turun dan demam, bahaya bgt :( gaslah program ini secepatnya"
Wed Dec 20 16:04:13 +0000 2023,1737504182792565206,@KemenkesRI welcome wolbachia! semangat memerangi dbd di muka bumi ini,0,0,0,0,in,1730952430601502720,1735258178764566855,Veronicaanidian,https://twitter.com/Veronicaanidian/status/1737504182792565206,welcome wolbachia! semangat memerangi dbd di muka bumi ini
Wed Dec 20 16:02:33 +0000 2023,1737503763605422294,"@KemenkesRI Aku baca beberapa berita dari google,  Wolbachia memang terbukti efektif banget buat menurunkan wabah penyakit dbd",0,0,0,0,in,1325439414894391303,1735258178764566855,chintyaoctora,https://twitter.com/chintyaoctora/status/1737503763605422294,"aku baca beberapa berita dari google,  wolbachia memang terbukti efektif banget buat menurunkan wabah penyakit dbd"
Wed Dec 20 16:02:24 +0000 2023,1737503725483352092,"@KemenkesRI bener-bener amazing sih program wolbachia ini, dia bisa ngendaliin populasi nyamuk pembawa DBD, wow!",0,0,0,0,in,1737496106907652096,1735258178764566855,FiskaDit,https://twitter.com/FiskaDit/status/1737503725483352092,"bener-bener amazing sih program wolbachia ini, dia bisa ngendaliin populasi nyamuk pembawa dbd, wow!"
Wed Dec 20 16:00:16 +0000 2023,1737503188365017116,@KemenkesRI nice info! sy dukung pemerintah utk terus berusaha menekan laju penyakit berbahaya spti dbd lewat program wolbachia,0,0,0,0,in,1730953135802503168,1735258178764566855,vahiravazza,https://twitter.com/vahiravazza/status/1737503188365017116,nice info! sy dukung pemerintah utk terus berusaha menekan laju penyakit berbahaya spti dbd lewat program wolbachia
Wed Dec 20 15:57:40 +0000 2023,1737502537186717816,"@KemenkesRI gw dulu pernah sakit dbd dan emang ga enak bgt, wolbachia menjadi harapan baru buat anak dan cucu gw di masa depan spy ga ngalamin hal yg sama",0,0,0,0,in,1730953512396431360,1735258178764566855,vanyaayani,https://twitter.com/vanyaayani/status/1737502537186717816,"gw dulu pernah sakit dbd dan emang ga enak bgt, wolbachia menjadi harapan baru buat anak dan cucu gw di masa depan spy ga ngalamin hal yg sama"
Wed Dec 20 14:57:02 +0000 2023,1737487277914235100,"Mengenal Inovasi Nyamuk Wolbachia yang Disebut Solusi untuk Kendalikan DBD, Benarkah Efektif? https://t.co/YRdB0vyChx",0,0,0,0,in,864334585860980737,1737487277914235100,haibundacom,https://twitter.com/haibundacom/status/1737487277914235100,"mengenal inovasi nyamuk wolbachia yang disebut solusi untuk kendalikan dbd, benarkah efektif? https://t.co/yrdb0vychx"
Wed Dec 20 13:40:16 +0000 2023,1737467958904123896,"@KemenkesRI gila si kalau wolbachia dijalankan dg baik di Indo, pasti ga ada lagi tuh yg namanya wabah dbd",0,0,0,0,in,1734134894996213760,1735258178764566855,Liliput2023,https://twitter.com/Liliput2023/status/1737467958904123896,"gila si kalau wolbachia dijalankan dg baik di indo, pasti ga ada lagi tuh yg namanya wabah dbd"
Wed Dec 20 13:31:43 +0000 2023,1737465805154230506,"@KemenkesRI pengen banget dbd bebas dan ga ada lagi dilingkungan sekitar gue, semoga wolbachia bisa bantuin biar generasi selanjutnya sehat dan bebas dari dbd",0,0,0,0,in,1730906597583720448,1735258178764566855,bahrudin0807,https://twitter.com/bahrudin0807/status/1737465805154230506,"pengen banget dbd bebas dan ga ada lagi dilingkungan sekitar gue, semoga wolbachia bisa bantuin biar generasi selanjutnya sehat dan bebas dari dbd"
Wed Dec 20 13:23:50 +0000 2023,1737463821428768866,"@KemenkesRI apalagi pas musim hujan itu bahaya bgt nyamuk dbd marak, dg adanya wolbachia bisa menekan laju dbd, dan kita gaperlu khawatir lg",0,0,0,0,in,1736908441921474560,1735258178764566855,fahmi_ff51288,https://twitter.com/fahmi_ff51288/status/1737463821428768866,"apalagi pas musim hujan itu bahaya bgt nyamuk dbd marak, dg adanya wolbachia bisa menekan laju dbd, dan kita gaperlu khawatir lg"
Wed Dec 20 13:22:58 +0000 2023,1737463605438890055,"@KemenkesRI anjayy, bener-bener wolbachia ini nge-hack sistem DBD wkwkwk",0,0,0,0,in,1730125315421474816,1735258178764566855,Yunit4_4priani,https://twitter.com/Yunit4_4priani/status/1737463605438890055,"anjayy, bener-bener wolbachia ini nge-hack sistem dbd wkwkwk"
Wed Dec 20 13:16:45 +0000 2023,1737462040183406867,"@KemenkesRI aku org asli jogja emang ngerasain si gmn dulu maraknya dbd sampe skrg udh jarang kedenger lagi wabah dbd, wolbachia fully recommended",0,0,0,0,in,1728793641081245696,1735258178764566855,OzawaOpk,https://twitter.com/OzawaOpk/status/1737462040183406867,"aku org asli jogja emang ngerasain si gmn dulu maraknya dbd sampe skrg udh jarang kedenger lagi wabah dbd, wolbachia fully recommended"
Wed Dec 20 13:08:43 +0000 2023,1737460020072329370,"@KemenkesRI kalau ngomongin DBD, hampir semua dari kita udah pernah ngerasain ya dan pasti rasannya ga enak banget, baru denger nih tentang wolbachia, semoga menjadi program pencegahan DBD terbaik",0,0,0,0,in,1270713792125530120,1735258178764566855,ChikalAlfatih,https://twitter.com/ChikalAlfatih/status/1737460020072329370,"kalau ngomongin dbd, hampir semua dari kita udah pernah ngerasain ya dan pasti rasannya ga enak banget, baru denger nih tentang wolbachia, semoga menjadi program pencegahan dbd terbaik"
Wed Dec 20 13:08:35 +0000 2023,1737459985574178910,"@KemenkesRI Ayo gaes ,kita kudu menyerap informasi ini dengan baik ,ingat ,ini wolbachia bantuan kita terhindar dari DBD loh!",0,0,0,0,in,1444992886555111424,1735258178764566855,rinafajar724,https://twitter.com/rinafajar724/status/1737459985574178910,"ayo gaes ,kita kudu menyerap informasi ini dengan baik ,ingat ,ini wolbachia bantuan kita terhindar dari dbd loh!"
Wed Dec 20 13:07:18 +0000 2023,1737459663103471757,"@KemenkesRI mindblowing! wolbachia ini kunci untuk ngubah paradigma dlm nanganin DBD, kita harus sama-sama dukung riset dan implementasinya buat ngelihat dampak positifnya",0,0,0,0,in,1734811547028066304,1735258178764566855,Qiumyy14,https://twitter.com/Qiumyy14/status/1737459663103471757,"mindblowing! wolbachia ini kunci untuk ngubah paradigma dlm nanganin dbd, kita harus sama-sama dukung riset dan implementasinya buat ngelihat dampak positifnya"
Wed Dec 20 13:06:47 +0000 2023,1737459530970300902,"@KemenkesRI kita sering banget denger program 3M dari pemerintah tapi DBD terus-terusan ada aja, semoga wolbachia bisa menjadi upaya signifikan buat menekan DBD",0,0,0,0,in,1723676457841594368,1735258178764566855,zzsa796,https://twitter.com/zzsa796/status/1737459530970300902,"kita sering banget denger program 3m dari pemerintah tapi dbd terus-terusan ada aja, semoga wolbachia bisa menjadi upaya signifikan buat menekan dbd"
Wed Dec 20 13:06:36 +0000 2023,1737459487655809499,"@KemenkesRI dari sisi lingkungan, ini program wolbachia tu bukan cuma ngeberhentiin DBD, tp juga nyiptain ekosistem yg seimbang, kerren juga ya",0,0,0,0,in,1734813453314142208,1735258178764566855,busungut14,https://twitter.com/busungut14/status/1737459487655809499,"dari sisi lingkungan, ini program wolbachia tu bukan cuma ngeberhentiin dbd, tp juga nyiptain ekosistem yg seimbang, kerren juga ya"
Wed Dec 20 13:06:18 +0000 2023,1737459411986346414,@KemenkesRI jadi inget waktu kecil pernah sakit dbd sampe trombosit turun :(( Alhamdulillah program wolbachia terobosan baru,0,0,0,0,in,1717652733107613696,1735258178764566855,ynshanee,https://twitter.com/ynshanee/status/1737459411986346414,jadi inget waktu kecil pernah sakit dbd sampe trombosit turun :(( alhamdulillah program wolbachia terobosan baru
Wed Dec 20 13:05:24 +0000 2023,1737459183921107199,"@KemenkesRI Suka bnget sama konten edukasi seperti ini, yuk kita gaskeun bareng-bareng berantas dbd dgn wolbachia",0,0,0,0,in,1731104276397862912,1735258178764566855,rajabsahab,https://twitter.com/rajabsahab/status/1737459183921107199,"suka bnget sama konten edukasi seperti ini, yuk kita gaskeun bareng-bareng berantas dbd dgn wolbachia"
