created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,cleaned_text
Fri Feb 02 14:36:35 +0000 2024,1753427195455025581,Pemprov Kaltim Atasi DBD dengan Penyebaran Nyamuk Wolbachia https://t.co/Ol9O0ul25m,0,0,0,0,in,456426648,1753427195455025581,merdekadotcom,https://twitter.com/merdekadotcom/status/1753427195455025581,pemprov kaltim atasi dbd dengan penyebaran nyamuk wolbachia
Tue Jan 30 09:48:33 +0000 2024,1752267549251965332,VIDEO CEK FAKTA: Nyamuk Wolbachia Bikin LGBT. Masa Iya? https://t.co/ST2iJDIew5,0,0,0,0,in,47596019,1752267549251965332,liputan6dotcom,https://twitter.com/liputan6dotcom/status/1752267549251965332,video cek fakta: nyamuk wolbachia bikin lgbt. masa iya?
Tue Jan 30 00:01:49 +0000 2024,1752119891786866885,Nyamuk Wolbachia Rencana Bisnis Farmasi Dunia? Komjen Dharma Sebut Permintaan Bill Gates https://t.co/Mhzsrra7gU,0,0,2,2,in,1512483442600341505,1752119891786866885,BeritakanID_com,https://twitter.com/BeritakanID_com/status/1752119891786866885,nyamuk wolbachia rencana bisnis farmasi dunia? komjen dharma sebut permintaan bill gates
Mon Jan 29 15:44:46 +0000 2024,1751994805557858658,Nyamuk Wolbachia Rencana Bisnis Farmasi Dunia? Komjen Dharma Sebut Permintaan Bill Gates dan Melinda Foundation https://t.co/B7DWCuV0GZ,1,1,33,47,in,887743587579944960,1751994805557858658,OposisiCerdas,https://twitter.com/OposisiCerdas/status/1751994805557858658,nyamuk wolbachia rencana bisnis farmasi dunia? komjen dharma sebut permintaan bill gates dan melinda foundation
Mon Jan 29 14:57:47 +0000 2024,1751982980644671508,Nyamuk Wolbachia Rencana Bisnis Farmasi Dunia?  Komjen Dharma Sebut Permintaan Bill Gates  https://t.co/5UKjCFDIuN https://t.co/EoBJZwF0zL,0,0,1,1,in,1581266521229496320,1751982980644671508,Asaatoe,https://twitter.com/Asaatoe/status/1751982980644671508,nyamuk wolbachia rencana bisnis farmasi dunia?  komjen dharma sebut permintaan bill gates
Mon Jan 29 06:34:39 +0000 2024,1751856363976986923,Nyamuk Wolbachia Rencana Bisnis Farmasi Dunia? Komjen Dharma Sebut Permintaan Bill Gates dan Melinda Foundation.  Jangan ikuti luar negeri...   https://t.co/fG822wODyN,0,0,2,3,in,1486631613932834819,1751856363976986923,jari_droid,https://twitter.com/jari_droid/status/1751856363976986923,nyamuk wolbachia rencana bisnis farmasi dunia? komjen dharma sebut permintaan bill gates dan melinda foundation.  jangan ikuti luar negeri...
Sat Jan 27 22:17:09 +0000 2024,1751368774631256220,@dokter_kampung link UGM ttg penelitian nyamuk wolbachia https://t.co/OFDqfjhT8c,0,1,0,0,in,2810922182,1751254997734654393,artchitex,https://twitter.com/artchitex/status/1751368774631256220,link ugm ttg penelitian nyamuk wolbachia
Sat Jan 27 05:33:27 +0000 2024,1751116183951323353,"Atasi Demam Berdarah, Guru Besar Unpad Usulkan Kombinasi Vaksinasi dan Nyamuk Wolbachia   https://t.co/AW2wPV7Jqg   Pengamatan sampel nyamuk Aedes aegipty ber-Wolbachia di Laboratorium WMP Yogyakarta. Riset ini dipimpin Profesor Adi Utarini dari UGM",0,0,0,1,in,1112363743243952130,1751116183951323353,FBN_Net,https://twitter.com/FBN_Net/status/1751116183951323353,"atasi demam berdarah, guru besar unpad usulkan kombinasi vaksinasi dan nyamuk wolbachia      pengamatan sampel nyamuk aedes aegipty ber-wolbachia di laboratorium wmp yogyakarta. riset ini dipimpin profesor adi utarini dari ugm"
Fri Jan 26 05:53:12 +0000 2024,1750758767447396580,"Terbukti Efektif Menekan DBD, Begini Sejarah Penyebaran Nyamuk Wolbachia di Sleman https://t.co/3kdpeuEbYG #beritajogja #jogja #jogjaistimewa https://t.co/npmp1OIYWn",0,0,1,1,in,118371948,1750758767447396580,Harian_Jogja,https://twitter.com/Harian_Jogja/status/1750758767447396580,"terbukti efektif menekan dbd, begini sejarah penyebaran nyamuk wolbachia di sleman"
Wed Jan 24 06:04:30 +0000 2024,1750036836599431420,"Atasi Demam Berdarah, Guru Besar Unpad Usulkan Kombinasi Vaksinasi dan Nyamuk Wolbachia https://t.co/AW2wPV7Jqg Hasil penelitian itu, menurutnya, sejalan dengan rekomendasi Badan Kesehatan Dunia atau WHO, yaitu hanya mereka dengan hasil tes seropositif",0,0,0,0,in,1112363743243952130,1750036836599431420,FBN_Net,https://twitter.com/FBN_Net/status/1750036836599431420,"atasi demam berdarah, guru besar unpad usulkan kombinasi vaksinasi dan nyamuk wolbachia  hasil penelitian itu, menurutnya, sejalan dengan rekomendasi badan kesehatan dunia atau who, yaitu hanya mereka dengan hasil tes seropositif"
Tue Jan 23 18:17:01 +0000 2024,1749858792668582315,"Atasi Demam Berdarah, Guru Besar Unpad Usulkan Kombinasi Vaksinasi dan Nyamuk Wolbachia https://t.co/AW2wPV7Jqg",0,0,0,0,in,1112363743243952130,1749858792668582315,FBN_Net,https://twitter.com/FBN_Net/status/1749858792668582315,"atasi demam berdarah, guru besar unpad usulkan kombinasi vaksinasi dan nyamuk wolbachia"
Mon Jan 22 09:37:41 +0000 2024,1749365708801425536,"Heboh Nyamuk Wolbachia, Peneliti UGM: Efek Gigitannya Sama dengan Nyamuk Biasa https://t.co/lqBHpyDm3G",0,0,0,0,in,1678934771995656192,1749365708801425536,penuturcom,https://twitter.com/penuturcom/status/1749365708801425536,"heboh nyamuk wolbachia, peneliti ugm: efek gigitannya sama dengan nyamuk biasa"
Mon Jan 22 03:06:55 +0000 2024,1749267369774436563,"Basmi Aedes Aegypti, 4.100 Ember Berisi Bibit Nyamuk Wolbachia Disebar di Jakbar, Apa Rasanya Digigit Nyamuk Ini? https://t.co/FGwoRv9R12",0,0,0,0,in,1466815910518263808,1749267369774436563,idtodaycoid,https://twitter.com/idtodaycoid/status/1749267369774436563,"basmi aedes aegypti, 4.100 ember berisi bibit nyamuk wolbachia disebar di jakbar, apa rasanya digigit nyamuk ini?"
Sun Jan 21 00:31:24 +0000 2024,1748865843809882160,"40 Juta Telur Nyamuk Wolbachia Siap Diproduksi Kemenkes, Eks Menkes Siti Fadilah: Kok Tega Sama Bangsa Sendiri.  Lepaskan saja di rumah menkes.  https://t.co/3MLhdmeBBj",0,0,1,0,in,1486631613932834819,1748865843809882160,jari_droid,https://twitter.com/jari_droid/status/1748865843809882160,"40 juta telur nyamuk wolbachia siap diproduksi kemenkes, eks menkes siti fadilah: kok tega sama bangsa sendiri.  lepaskan saja di rumah menkes."
Sat Jan 20 12:14:36 +0000 2024,1748680425353179596,"Nyamuk Wolbachia Akan Diproduksi Kemenkes 40 Juta Telur Per Minggu, Apakah Berbahaya untuk Manusia?   Simak penjelasannya berikut 👇 https://t.co/4VisWTuTUd",0,0,0,0,in,1580433783915880448,1748680425353179596,iklaharmoa,https://twitter.com/iklaharmoa/status/1748680425353179596,"nyamuk wolbachia akan diproduksi kemenkes 40 juta telur per minggu, apakah berbahaya untuk manusia?   simak penjelasannya berikut 👇"
Fri Jan 19 07:16:09 +0000 2024,1748242927900557498,"Relawan yang Digigit Nyamuk Wolbachia, Masih Sehat Sampai Sekarang https://t.co/iNnvXcYyOU #Health",0,1,0,2,in,47596019,1748242927900557498,liputan6dotcom,https://twitter.com/liputan6dotcom/status/1748242927900557498,"relawan yang digigit nyamuk wolbachia, masih sehat sampai sekarang"
Fri Jan 19 04:45:00 +0000 2024,1748204889895997715,Penyebaran nyamuk Wolbachia ke alam liar telah menjadi program dunia untuk menurunkan penyakit demam berdarah. Bagaimana jika menggigit manusia? Aman?  Via @detik_edu  https://t.co/F4tMNfAjSW,0,0,0,6,in,69183155,1748204889895997715,detikcom,https://twitter.com/detikcom/status/1748204889895997715,penyebaran nyamuk wolbachia ke alam liar telah menjadi program dunia untuk menurunkan penyakit demam berdarah. bagaimana jika menggigit manusia? aman?  via
Fri Jan 19 01:14:46 +0000 2024,1748151984904188226,"Kata pendiri Microsoft,vaksin covid-19,dan nyamuk wolbachia https://t.co/d5FV7gdvwy",0,0,0,0,in,1534907323407208448,1748151984904188226,hidranamex,https://twitter.com/hidranamex/status/1748151984904188226,"kata pendiri microsoft,vaksin covid-19,dan nyamuk wolbachia"
Thu Jan 18 18:13:12 +0000 2024,1748045892769202345,Ini kata yahudi yang kembangkan nyamuk wolbachia https://t.co/2k4xxssjkr,0,0,1,0,in,1534907323407208448,1748045892769202345,hidranamex,https://twitter.com/hidranamex/status/1748045892769202345,ini kata yahudi yang kembangkan nyamuk wolbachia
Thu Jan 18 18:00:00 +0000 2024,1748042570134126758,"Kemenkes Siap Bangun Pabrik Telur Nyamuk Wolbachia, Produksi 40 Juta Telur Per Minggu https://t.co/upoSXgPZ9E",0,1,0,0,in,231355136,1748042570134126758,SINDOnews,https://twitter.com/SINDOnews/status/1748042570134126758,"kemenkes siap bangun pabrik telur nyamuk wolbachia, produksi 40 juta telur per minggu"
Thu Jan 18 12:30:47 +0000 2024,1747959719216476320,KESEHATAN : Kemenkes Rencanakan Bangun Pabrik Telur Nyamuk Wolbachia demi Berantas DBD https://t.co/qWsfVcnmm3 | Withinnews - liputan6.,0,0,0,0,in,1636826702260195328,1747959719216476320,within_news,https://twitter.com/within_news/status/1747959719216476320,kesehatan : kemenkes rencanakan bangun pabrik telur nyamuk wolbachia demi berantas dbd  | withinnews - liputan6.
Thu Jan 18 07:58:53 +0000 2024,1747891292431061056,"Upaya Berantas DBD, Kemenkes Berencana Bangun Pabrik Telur Nyamuk Wolbachia https://t.co/ZGb8mBl32r",0,0,0,0,in,1497871452095139841,1747891292431061056,kaltenglima,https://twitter.com/kaltenglima/status/1747891292431061056,"upaya berantas dbd, kemenkes berencana bangun pabrik telur nyamuk wolbachia"
Thu Jan 18 07:23:33 +0000 2024,1747882402238869957,18 Jan - Wabak Denggi : Kaedah pelepasan nyamuk Wolbachia berkesan   Malaysia MADANI : Tekad Perpaduan Penuhi Harapan  'Yang sahih di Berita RTM' #RTM #BeritaRTM #MalaysiaMadani https://t.co/Vl4A39PdAs,0,0,1,0,in,704725700,1747882402238869957,beritartm,https://twitter.com/beritartm/status/1747882402238869957,18 jan - wabak denggi : kaedah pelepasan nyamuk wolbachia berkesan   malaysia madani : tekad perpaduan penuhi harapan  'yang sahih di berita rtm'
Thu Jan 18 04:24:44 +0000 2024,1747837403149337041,Kaedah pelepasan nyamuk Wolbachia terbukti dapat mengatasi peningkatan kes wabak denggi.  https://t.co/yyw9J9k465  'Yang sahih di Berita RTM' #RTM #BeritaRTM #MalaysiaMadani https://t.co/LfiOCSqf1W,0,0,0,2,in,704725700,1747837403149337041,beritartm,https://twitter.com/beritartm/status/1747837403149337041,kaedah pelepasan nyamuk wolbachia terbukti dapat mengatasi peningkatan kes wabak denggi.    'yang sahih di berita rtm'
Thu Jan 18 02:03:35 +0000 2024,1747801880821199071,Mengenal Metode Nyamuk Wolbachia Untuk Eliminasi Kasus Demam Berdarah Dengue https://t.co/NTwBjtI5CB,0,0,0,0,in,118646322,1747801880821199071,Bisniscom,https://twitter.com/Bisniscom/status/1747801880821199071,mengenal metode nyamuk wolbachia untuk eliminasi kasus demam berdarah dengue
Wed Jan 17 12:12:59 +0000 2024,1747592853637959920,DIREKTUR Jenderal  Pencegahan dan Pengendalian Penyakit Kementerian Kesehatan Maxi Rein  Rondonuwu mengatakan pihaknya berencana membangun pabrik telur nyamuk  wolbachia.   Sumber: https://t.co/pLJJ1BcYbA,0,0,1,0,in,68930552,1747592853637959920,mediaindonesia,https://twitter.com/mediaindonesia/status/1747592853637959920,direktur jenderal  pencegahan dan pengendalian penyakit kementerian kesehatan maxi rein  rondonuwu mengatakan pihaknya berencana membangun pabrik telur nyamuk  wolbachia.   sumber:
Tue Jan 16 07:01:42 +0000 2024,1747152126302892134,"Sosialisasi program penyebaran nyamuk wolbachia di tahun 2024, dengan tujuan untuk membentuk jenis nyamuk baru guna menuntaskan nyamuk DBD di Wilayah Kecamatan Rancasari, 16 januari 2024   @rancasari_juara https://t.co/T2yKDzzw2E",0,1,0,0,in,1902848498,1747152126302892134,rancasari_OK,https://twitter.com/rancasari_OK/status/1747152126302892134,"sosialisasi program penyebaran nyamuk wolbachia di tahun 2024, dengan tujuan untuk membentuk jenis nyamuk baru guna menuntaskan nyamuk dbd di wilayah kecamatan rancasari, 16 januari 2024"
Tue Jan 16 04:05:10 +0000 2024,1747107701212217612,"Sahabat Pramita yuk bahas inovasi hebat dalam mengatasi nyamuk penyebab DBD - Wolbachia. Ini aman, efektif, dan ramah lingkungan 🌿🥰  #Wolbachia #MelawanDBD #AnakMudaBeraksi #PramitaLab #ProudlyServingYou #BeHealthy #Behappy #InfoKesehatan #Sehat https://t.co/P1oCWito9s",0,0,0,2,in,236226247,1747107701212217612,pramitalab_id,https://twitter.com/pramitalab_id/status/1747107701212217612,"sahabat pramita yuk bahas inovasi hebat dalam mengatasi nyamuk penyebab dbd - wolbachia. ini aman, efektif, dan ramah lingkungan 🌿🥰"
Sat Jan 13 07:58:04 +0000 2024,1746079149138346009,semoga thread ini bisa membantu masyarakat mencegah penyebaran penyakit dari nyamuk #nyamuk #kesehatan #sehat #tidur #kualitastidur #hama #pembasmihama #wolbachia #dbd #demamberdarah #malaria #racunbelanja #zonajajan #viral #viralindonesia #viralindo  https://t.co/1jAf5Ww8Cf,0,0,0,0,in,1675120730638540800,1746076393749029170,learning86641,https://twitter.com/learning86641/status/1746079149138346009,semoga thread ini bisa membantu masyarakat mencegah penyebaran penyakit dari nyamuk
Fri Jan 12 10:08:57 +0000 2024,1745749697925677481,380. Pembuatan esai nyamuk wolbachia https://t.co/idAjJTeVkw,0,0,0,0,in,1575323975357714432,1745749697925677481,misterjokitugas,https://twitter.com/misterjokitugas/status/1745749697925677481,380. pembuatan esai nyamuk wolbachia
Sat Jan 06 04:36:47 +0000 2024,1743491781139071463,@telisik_id Itu jurnalisme atau propaganda? Fakta: Menkes udah disomasi karena penyebaran nyamuk wolbachia melanggar hukum dan klaim soal efektivitas adalah kebohongan. https://t.co/40ZH7lkSiI,0,0,3,7,in,1613929735020773376,1743463666643788259,TedInvestigasi,https://twitter.com/TedInvestigasi/status/1743491781139071463,itu jurnalisme atau propaganda? fakta: menkes udah disomasi karena penyebaran nyamuk wolbachia melanggar hukum dan klaim soal efektivitas adalah kebohongan.
Sat Jan 06 02:45:04 +0000 2024,1743463666643788259,"Sukses Tekan Kasus DBD, Masyarakat Diimbau Dukung Inovasi Nyamuk Wolbachia di Sulawesi Tenggara https://t.co/Aj3EySONjh",0,1,0,0,in,1234774867704049664,1743463666643788259,telisik_id,https://twitter.com/telisik_id/status/1743463666643788259,"sukses tekan kasus dbd, masyarakat diimbau dukung inovasi nyamuk wolbachia di sulawesi tenggara"
Wed Jan 03 03:42:32 +0000 2024,1742390962427715963,"Semakin gila... Setelah nyamuk Wolbachia dan GMO, kini mereka menciptakan nyamuk radioaktif https://t.co/OdvUY8NVEt",6,3,59,78,in,1613929735020773376,1742390962427715963,TedInvestigasi,https://twitter.com/TedInvestigasi/status/1742390962427715963,"semakin gila... setelah nyamuk wolbachia dan gmo, kini mereka menciptakan nyamuk radioaktif"
Sun Dec 31 16:05:18 +0000 2023,1741490722023612802,dapet sertifikat lucu dari si bibinbap yang agak nyebelin itu. makasih udah pernah ngasih tau tentang nyamuk wolbachia ke aku ya. smoga sehat dan bahagia selalu bibinbap! https://t.co/bmOk73RHyl,0,1,0,0,in,1705116951348117504,1741490722023612802,azaleuv,https://twitter.com/azaleuv/status/1741490722023612802,dapet sertifikat lucu dari si bibinbap yang agak nyebelin itu. makasih udah pernah ngasih tau tentang nyamuk wolbachia ke aku ya. smoga sehat dan bahagia selalu bibinbap!
Sun Dec 31 08:53:12 +0000 2023,1741381983144677416,@e100ss Itu tidak terbukti benar. Dan penyebaran Nyamuk Wolbachia melanggar hukum. Rincian dalam surat somasi https://t.co/40ZH7lkSiI,0,1,0,2,in,1613929735020773376,1741369324215148809,TedInvestigasi,https://twitter.com/TedInvestigasi/status/1741381983144677416,itu tidak terbukti benar. dan penyebaran nyamuk wolbachia melanggar hukum. rincian dalam surat somasi
Sun Dec 31 08:02:54 +0000 2023,1741369324215148809,Nyamuk Wolbachia Disebut Dapat Menekan Kasus Demam Berdarah https://t.co/A262XH6cVU,0,2,2,3,in,848614550,1741369324215148809,e100ss,https://twitter.com/e100ss/status/1741369324215148809,nyamuk wolbachia disebut dapat menekan kasus demam berdarah
Fri Dec 29 23:07:06 +0000 2023,1740872096123928974,Catatan Akhir Tahun: Gaduh Nyamuk Wolbachia Berujung Menkes Budi Gunadi Sadikin Disomasi https://t.co/AWbqXkc9lb #Health,2,3,2,3,in,47596019,1740872096123928974,liputan6dotcom,https://twitter.com/liputan6dotcom/status/1740872096123928974,catatan akhir tahun: gaduh nyamuk wolbachia berujung menkes budi gunadi sadikin disomasi
Fri Dec 29 17:03:05 +0000 2023,1740780491157189076,UNUD Harus berperan dalam Melaksanakan Kajian terhadap Metode Inovasi Nyamuk Aedes agypti ber&amp Wolbachia sebagai upaya pengendalian dengue https://t.co/H6CjJJKAGm https://t.co/wiXmw3efwk,0,0,0,0,in,1516746753839869959,1740780491157189076,BaliSatuBerita1,https://twitter.com/BaliSatuBerita1/status/1740780491157189076,unud harus berperan dalam melaksanakan kajian terhadap metode inovasi nyamuk aedes agypti ber&amp wolbachia sebagai upaya pengendalian dengue
Fri Dec 29 12:20:35 +0000 2023,1740709396257378741,"Ditambah dengan adanya penyakit cacar monyet (Monkeypox), Pneumonia, hingga “Nyamuk Wolbachia” yang disebut sebut sebagai penyembuh kasus demam berdarah.  #LaporSehat #Covid19 #Pneumonia #Monkeypox #Wolbachia https://t.co/Y7I5pzwaXV",0,0,0,1,in,1246291567188434945,1740709378247082014,LaporSehat,https://twitter.com/LaporSehat/status/1740709396257378741,"ditambah dengan adanya penyakit cacar monyet (monkeypox), pneumonia, hingga “nyamuk wolbachia” yang disebut sebut sebagai penyembuh kasus demam berdarah."
Fri Dec 29 10:47:56 +0000 2023,1740686080012337343,Nyamuk Wolbachia Nyamuk rekayasa genetika dari nyamuk aedes aegypti direkayasa dengan bakteri wolbachia @DokterTifa  Dokter Tifa emang peduli rakyat  Semoga Bu Tifa bisa menjadi menteri Kesehatan Full video: https://t.co/gdbRaYlaxV #DesakAnies  #AMINAjaDulu  #AniesMuhaimin2024 https://t.co/Epax7cYRkY,0,1,0,0,in,2644956787,1740686080012337343,leonhart0310,https://twitter.com/leonhart0310/status/1740686080012337343,nyamuk wolbachia nyamuk rekayasa genetika dari nyamuk aedes aegypti direkayasa dengan bakteri wolbachia   dokter tifa emang peduli rakyat  semoga bu tifa bisa menjadi menteri kesehatan full video:
Wed Dec 27 10:02:06 +0000 2023,1739949769219616877,Kaleidoskop 2023: Penolakan Nyamuk Wolbachia hingga Heboh soal Mycoplasma Pneumonia https://t.co/VK2O4zzXjQ #Health,0,1,0,0,in,47596019,1739949769219616877,liputan6dotcom,https://twitter.com/liputan6dotcom/status/1739949769219616877,kaleidoskop 2023: penolakan nyamuk wolbachia hingga heboh soal mycoplasma pneumonia
Wed Dec 27 08:36:35 +0000 2023,1739928247012606085,Dosen Ubaya Beber Pengendalian DB Pakai Nyamuk Wolbachia. 👇  Sejumlah daerah di Indonesia mulai memanfaatkan nyamuk Wolbachia untuk mengendalikan penyakit demam berdarah. -- Ikuti kami di… https://t.co/Y9zeLLf2ld #PendidikanKesehatan #cegahdemamberdarah via @beritajatimcom,0,1,0,0,in,21287066,1739928247012606085,beritajatimcom,https://twitter.com/beritajatimcom/status/1739928247012606085,dosen ubaya beber pengendalian db pakai nyamuk wolbachia. 👇  sejumlah daerah di indonesia mulai memanfaatkan nyamuk wolbachia untuk mengendalikan penyakit demam berdarah. -- ikuti kami di…    via
Wed Dec 27 07:49:07 +0000 2023,1739916303467733473,"Dosen Fakultas Teknobiologi Universitas Surabaya (Ubaya) menggungkapkan, nyamuk wolbachia aman bagi manusia, apabila tergigit. https://t.co/4tYx7EX6l2",0,1,0,0,in,1291246080269545472,1739916303467733473,ngopibareng_id,https://twitter.com/ngopibareng_id/status/1739916303467733473,"dosen fakultas teknobiologi universitas surabaya (ubaya) menggungkapkan, nyamuk wolbachia aman bagi manusia, apabila tergigit."
Tue Dec 26 16:15:18 +0000 2023,1739681299479298089,❌ Klaim Penyebaran Nyamuk Wolbachia Menyebabkan Penyakit Japanese Encephalitis   ✅ Penyakit Japanese Encephalitis (JE) disebabkan oleh virus JE dan ditularkan melalui nyamuk culex. BUKAN NYAMUK AEDES AEGYPTI BER-WOLBACHIA.   🔗 Selengkapnya di https://t.co/e3egfDeiHl #MAFINDO… https://t.co/BTIC6ttpNw,0,0,1,1,in,803432630121218048,1739681299479298089,TurnBackHoax,https://twitter.com/TurnBackHoax/status/1739681299479298089,❌ klaim penyebaran nyamuk wolbachia menyebabkan penyakit japanese encephalitis   ✅ penyakit japanese encephalitis (je) disebabkan oleh virus je dan ditularkan melalui nyamuk culex. bukan nyamuk aedes aegypti ber-wolbachia.   🔗 selengkapnya di  …
Tue Dec 26 02:09:33 +0000 2023,1739468462643372080,[FOTO] Dapur Pengembangbiakan Nyamuk Wolbachia untuk DBD di Salatiga https://t.co/FROtDdojTt,0,2,1,1,in,1318855369641263105,1739468462643372080,IDNTimesJateng,https://twitter.com/IDNTimesJateng/status/1739468462643372080,[foto] dapur pengembangbiakan nyamuk wolbachia untuk dbd di salatiga
Mon Dec 25 05:32:23 +0000 2023,1739157117536550972,"Nyamuk Wolbachia menyebabkan LGBT? Hoax tersebut berasal dari berbagai penelitian seperti yang ini dan orang2 yang awam atau yang malas baca secara keseluruhan. Fakta: Feminisasi yang disebabkan oleh Wolbachia hanya dilaporkan pada isopoda"" https://t.co/46POueNRms https://t.co/2WfJrIdxqC""",1,3,3,14,in,1613929735020773376,1739157117536550972,TedInvestigasi,https://twitter.com/TedInvestigasi/status/1739157117536550972,"nyamuk wolbachia menyebabkan lgbt? hoax tersebut berasal dari berbagai penelitian seperti yang ini dan orang2 yang awam atau yang malas baca secara keseluruhan. fakta: feminisasi yang disebabkan oleh wolbachia hanya dilaporkan pada isopoda"""
